FL_DATE_NULLS,AIRLINE_NULLS,ORIGIN_NULLS,DEST_NULLS,DEP_DELAY_NULLS,ARR_DELAY_NULLS,CANCELLED_NULLS,CANCELLATION_CODE_NULLS,DIVERTED_NULLS,AIR_TIME_NULLS,DELAY_CARRIER_NULLS,DELAY_LATE_NULLS
0,0,0,0,71080,78887,0,2677544,0,78887,2260391,2260391
